index,Sociolog_1_ID,Sociolog_2_ID,Sociolog_1,Sociolog_2
132,1,145,Adamec Čeněk,Škrach Vasil Kaprálek
133,1,146,Adamec Čeněk,Šmejkal Karel
134,1,147,Adamec Čeněk,Šnobl Jaroslav
135,1,148,Adamec Čeněk,Šrámek Jan
136,1,149,Adamec Čeněk,Šrubař Ilja
137,1,150,Adamec Čeněk,Štefánek Anton
138,1,151,Adamec Čeněk,Štern Evžen
139,1,152,Adamec Čeněk,Tauber Jan Bohumil
140,1,153,Adamec Čeněk,Teige Karel
141,1,154,Adamec Čeněk,Teltšík Rudolf
142,1,155,Adamec Čeněk,Tlustý Vojtěch
143,1,156,Adamec Čeněk,Tomeš Igor
144,1,157,Adamec Čeněk,Trapl Miloslav
145,1,159,Adamec Čeněk,Uhlíř Antonín
146,1,160,Adamec Čeněk,Ullrich Zdeněk
147,1,161,Adamec Čeněk,Urbánek Eduard
148,1,162,Adamec Čeněk,Vacek Lubomír
149,1,163,Adamec Čeněk,Václavek Bedřich
150,1,164,Adamec Čeněk,Vaněk Antonín
151,1,165,Adamec Čeněk,Vašek Bedřich
152,1,166,Adamec Čeněk,Večerník Jiří
153,1,167,Adamec Čeněk,Verunáč Václav
154,1,168,Adamec Čeněk,Voráček Josef
155,1,169,Adamec Čeněk,Vybral Vladimír
156,1,170,Adamec Čeněk,Weber Alfred
157,1,171,Adamec Čeněk,Weyr František
158,1,172,Adamec Čeněk,Von Wieser Friedrich
159,1,173,Adamec Čeněk,Winter Lev
160,1,174,Adamec Čeněk,Ziegler Heinz Otto
161,1,175,Adamec Čeněk,Zich František
162,1,176,Adamec Čeněk,Zwicker Bruno
163,1,177,Adamec Čeněk,Žalud Augustin
164,1,178,Adamec Čeněk,Žmavc Ivan
165,2,3,Alan Josef,Árnason Johann Pál
166,2,4,Alan Josef,Auerhan Jan
167,2,5,Alan Josef,Beneš Edvard
168,2,6,Alan Josef,Bláha Inocenc Arnošt
169,2,7,Alan Josef,Blažek Bohuslav
170,2,8,Alan Josef,Boháč Antonín
171,2,10,Alan Josef,Brokl Lubomír
172,2,11,Alan Josef,Butter Oskar
173,2,12,Alan Josef,Čapek Emil
174,2,13,Alan Josef,Čapek Karel
175,2,14,Alan Josef,Čecháček Jaroslav
176,2,15,Alan Josef,Čep Tomáš
177,2,17,Alan Josef,Disman Miroslav
178,2,18,Alan Josef,Dubská Irena
179,2,21,Alan Josef,Fajfr František
180,2,22,Alan Josef,Filipcová Blanka
181,2,23,Alan Josef,Filipec Jindřich
182,2,24,Alan Josef,Fischer Josef Ludvík
183,2,25,Alan Josef,Foret Miroslav
184,2,27,Alan Josef,Foustka Břetislav
185,2,28,Alan Josef,Frič Pavol
186,2,29,Alan Josef,Fuchs Alfred
187,2,30,Alan Josef,Gabal Ivan
188,2,31,Alan Josef,Gaďourek Ivan
189,2,32,Alan Josef,Gál Fedor
190,2,33,Alan Josef,Galla Karel
191,2,34,Alan Josef,Geist Bohumil
192,2,35,Alan Josef,Gellner Ernest (Arnošt)
193,2,36,Alan Josef,Hájek František
194,2,37,Alan Josef,Hájek Mojmír
195,2,38,Alan Josef,Hampl Martin
196,2,39,Alan Josef,Hanáček Jaroslav
197,2,40,Alan Josef,Havelka Miloš
198,2,41,Alan Josef,Hirner Alexander
199,2,42,Alan Josef,Hník František Maria
200,2,43,Alan Josef,Hrdina Josef
201,2,44,Alan Josef,Hudec Josef
202,2,45,Alan Josef,Huláková Marie
203,2,46,Alan Josef,Chalupný Emanuel
204,2,47,Alan Josef,Charvát František
205,2,48,Alan Josef,Illner Michal
206,2,49,Alan Josef,Jeřábek Hynek
207,2,50,Alan Josef,Jodl Miroslav
208,2,51,Alan Josef,Jochmann Vladimír
209,2,52,Alan Josef,Jungmann Bohumil
210,2,53,Alan Josef,Kabele Jiří
211,2,54,Alan Josef,Kadlec Vladimír
212,2,55,Alan Josef,Kadlecová Erika
213,2,57,Alan Josef,Kaláb Miloš
214,2,58,Alan Josef,Kalandra Záviš
215,2,59,Alan Josef,Kalinová Lenka
216,2,60,Alan Josef,Kapr Jaroslav
217,2,61,Alan Josef,Kárníková Ludmila
218,2,62,Alan Josef,Keller Jan
219,2,63,Alan Josef,Kettner Josef
220,2,65,Alan Josef,Klofáč Jaroslav
221,2,67,Alan Josef,Kohout Jaroslav
222,2,68,Alan Josef,Kolaja Jiří Tomáš
223,2,69,Alan Josef,Korčák Jaromír
224,2,70,Alan Josef,Kozák Jan Blahoslav
225,2,71,Alan Josef,Köttner Mojmír
226,2,72,Alan Josef,Král Josef
227,2,74,Alan Josef,Krejčí Jaroslav
228,2,75,Alan Josef,Krejčí Karel
229,2,76,Alan Josef,Kučera Milan
230,2,77,Alan Josef,Kunte Ladislav
231,2,78,Alan Josef,Lamser Václav
232,2,79,Alan Josef,Librová Hana
233,2,81,Alan Josef,Linhart Jiří
234,2,82,Alan Josef,Macek Josef
235,2,83,Alan Josef,Macků Jan
236,2,84,Alan Josef,Machonin Pavel
237,2,85,Alan Josef,Machotka Otakar
238,2,86,Alan Josef,Maiwald Karel
239,2,88,Alan Josef,Malý Rudolf Ina
240,2,89,Alan Josef,Mareš Petr
241,2,92,Alan Josef,Masaryková Alice
242,2,93,Alan Josef,Matějů Petr
243,2,94,Alan Josef,Mertl Jan
244,2,95,Alan Josef,Mlčoch Lubomír
245,2,96,Alan Josef,Modráček František
246,2,97,Alan Josef,Možný Ivo
247,2,98,Alan Josef,Musil Jiří
248,2,99,Alan Josef,Nehněvajsa Jiří
249,2,100,Alan Josef,Nejedlý Zdeněk
250,2,102,Alan Josef,Nový Lubomír
251,2,103,Alan Josef,Obrdlík Antonín
252,2,104,Alan Josef,Obrdlíková Juliana
253,2,105,Alan Josef,Ovesný Miroslav
254,2,106,Alan Josef,Pavlík Zdeněk
255,2,107,Alan Josef,Peroutka Ferdinand
256,2,108,Alan Josef,Petrusek Miloslav
257,2,109,Alan Josef,Pistorius Theodor
258,2,110,Alan Josef,Porket Josef Ludvík
259,2,111,Alan Josef,Potůček Martin
260,2,112,Alan Josef,Potužil František
261,2,114,Alan Josef,Rabušic Ladislav
262,2,115,Alan Josef,Rádl Emanuel
263,2,116,Alan Josef,Reif Gustav
264,2,117,Alan Josef,Reich Edvard
265,2,119,Alan Josef,Richta Radovan
266,2,120,Alan Josef,Rouček Joseph Slabey
267,2,121,Alan Josef,Rychtaříková Jitka
268,2,122,Alan Josef,Rýznar Václav
269,2,123,Alan Josef,Řehák Jan
270,2,124,Alan Josef,Sedláček Jan
271,2,125,Alan Josef,Sedláček Oto
272,2,126,Alan Josef,Sekot Aleš
273,2,127,Alan Josef,Schoenbaum Emil
274,2,128,Alan Josef,Sirovátka Tomáš
275,2,130,Alan Josef,Slejška Dragoslav
276,2,132,Alan Josef,Solař Josef
277,2,133,Alan Josef,Soldát Alois
278,2,134,Alan Josef,Sorokin Pitirim Alexandrovič
279,2,135,Alan Josef,Srb Vladimír
280,2,136,Alan Josef,Stark Werner
281,2,137,Alan Josef,Strmiska Zdeněk
282,2,138,Alan Josef,Střítecký Jaroslav
283,2,139,Alan Josef,Suda Zdeněk
284,2,140,Alan Josef,Sviták Ivan
285,2,141,Alan Josef,Svoboda Ludvík
286,2,143,Alan Josef,Šiklová Jiřina
287,2,144,Alan Josef,Šíma Jaroslav
288,2,145,Alan Josef,Škrach Vasil Kaprálek
289,2,147,Alan Josef,Šnobl Jaroslav
290,2,148,Alan Josef,Šrámek Jan
291,2,149,Alan Josef,Šrubař Ilja
292,2,150,Alan Josef,Štefánek Anton
293,2,151,Alan Josef,Štern Evžen
294,2,152,Alan Josef,Tauber Jan Bohumil
295,2,153,Alan Josef,Teige Karel
296,2,154,Alan Josef,Teltšík Rudolf
297,2,155,Alan Josef,Tlustý Vojtěch
298,2,156,Alan Josef,Tomeš Igor
299,2,157,Alan Josef,Trapl Miloslav
300,2,159,Alan Josef,Uhlíř Antonín
301,2,160,Alan Josef,Ullrich Zdeněk
302,2,161,Alan Josef,Urbánek Eduard
303,2,162,Alan Josef,Vacek Lubomír
304,2,163,Alan Josef,Václavek Bedřich
305,2,164,Alan Josef,Vaněk Antonín
306,2,165,Alan Josef,Vašek Bedřich
307,2,166,Alan Josef,Večerník Jiří
308,2,167,Alan Josef,Verunáč Václav
309,2,168,Alan Josef,Voráček Josef
310,2,169,Alan Josef,Vybral Vladimír
311,2,170,Alan Josef,Weber Alfred
312,2,171,Alan Josef,Weyr František
313,2,174,Alan Josef,Ziegler Heinz Otto
314,2,175,Alan Josef,Zich František
315,2,176,Alan Josef,Zwicker Bruno
316,2,178,Alan Josef,Žmavc Ivan
317,3,4,Árnason Johann Pál,Auerhan Jan
318,3,5,Árnason Johann Pál,Beneš Edvard
319,3,6,Árnason Johann Pál,Bláha Inocenc Arnošt
320,3,7,Árnason Johann Pál,Blažek Bohuslav
321,3,8,Árnason Johann Pál,Boháč Antonín
322,3,10,Árnason Johann Pál,Brokl Lubomír
323,3,11,Árnason Johann Pál,Butter Oskar
324,3,12,Árnason Johann Pál,Čapek Emil
325,3,14,Árnason Johann Pál,Čecháček Jaroslav
326,3,15,Árnason Johann Pál,Čep Tomáš
327,3,17,Árnason Johann Pál,Disman Miroslav
328,3,18,Árnason Johann Pál,Dubská Irena
329,3,21,Árnason Johann Pál,Fajfr František
330,3,22,Árnason Johann Pál,Filipcová Blanka
331,3,23,Árnason Johann Pál,Filipec Jindřich
332,3,24,Árnason Johann Pál,Fischer Josef Ludvík
333,3,25,Árnason Johann Pál,Foret Miroslav
334,3,27,Árnason Johann Pál,Foustka Břetislav
335,3,28,Árnason Johann Pál,Frič Pavol
336,3,29,Árnason Johann Pál,Fuchs Alfred
337,3,30,Árnason Johann Pál,Gabal Ivan
338,3,31,Árnason Johann Pál,Gaďourek Ivan
339,3,32,Árnason Johann Pál,Gál Fedor
340,3,33,Árnason Johann Pál,Galla Karel
341,3,34,Árnason Johann Pál,Geist Bohumil
342,3,35,Árnason Johann Pál,Gellner Ernest (Arnošt)
343,3,36,Árnason Johann Pál,Hájek František
344,3,37,Árnason Johann Pál,Hájek Mojmír
345,3,38,Árnason Johann Pál,Hampl Martin
346,3,39,Árnason Johann Pál,Hanáček Jaroslav
347,3,40,Árnason Johann Pál,Havelka Miloš
348,3,41,Árnason Johann Pál,Hirner Alexander
349,3,42,Árnason Johann Pál,Hník František Maria
350,3,43,Árnason Johann Pál,Hrdina Josef
351,3,44,Árnason Johann Pál,Hudec Josef
352,3,45,Árnason Johann Pál,Huláková Marie
353,3,46,Árnason Johann Pál,Chalupný Emanuel
354,3,47,Árnason Johann Pál,Charvát František
355,3,48,Árnason Johann Pál,Illner Michal
356,3,49,Árnason Johann Pál,Jeřábek Hynek
357,3,50,Árnason Johann Pál,Jodl Miroslav
358,3,51,Árnason Johann Pál,Jochmann Vladimír
359,3,52,Árnason Johann Pál,Jungmann Bohumil
360,3,53,Árnason Johann Pál,Kabele Jiří
361,3,54,Árnason Johann Pál,Kadlec Vladimír
362,3,55,Árnason Johann Pál,Kadlecová Erika
363,3,57,Árnason Johann Pál,Kaláb Miloš
364,3,58,Árnason Johann Pál,Kalandra Záviš
365,3,59,Árnason Johann Pál,Kalinová Lenka
366,3,60,Árnason Johann Pál,Kapr Jaroslav
367,3,61,Árnason Johann Pál,Kárníková Ludmila
368,3,62,Árnason Johann Pál,Keller Jan
369,3,63,Árnason Johann Pál,Kettner Josef
370,3,65,Árnason Johann Pál,Klofáč Jaroslav
371,3,67,Árnason Johann Pál,Kohout Jaroslav
372,3,68,Árnason Johann Pál,Kolaja Jiří Tomáš
373,3,69,Árnason Johann Pál,Korčák Jaromír
374,3,70,Árnason Johann Pál,Kozák Jan Blahoslav
375,3,71,Árnason Johann Pál,Köttner Mojmír
376,3,72,Árnason Johann Pál,Král Josef
377,3,74,Árnason Johann Pál,Krejčí Jaroslav
378,3,75,Árnason Johann Pál,Krejčí Karel
379,3,76,Árnason Johann Pál,Kučera Milan
380,3,77,Árnason Johann Pál,Kunte Ladislav
381,3,78,Árnason Johann Pál,Lamser Václav
382,3,79,Árnason Johann Pál,Librová Hana
383,3,81,Árnason Johann Pál,Linhart Jiří
384,3,82,Árnason Johann Pál,Macek Josef
385,3,83,Árnason Johann Pál,Macků Jan
386,3,84,Árnason Johann Pál,Machonin Pavel
387,3,85,Árnason Johann Pál,Machotka Otakar
388,3,86,Árnason Johann Pál,Maiwald Karel
389,3,88,Árnason Johann Pál,Malý Rudolf Ina
390,3,89,Árnason Johann Pál,Mareš Petr
391,3,92,Árnason Johann Pál,Masaryková Alice
392,3,93,Árnason Johann Pál,Matějů Petr
393,3,94,Árnason Johann Pál,Mertl Jan
394,3,95,Árnason Johann Pál,Mlčoch Lubomír
395,3,96,Árnason Johann Pál,Modráček František
396,3,97,Árnason Johann Pál,Možný Ivo
397,3,98,Árnason Johann Pál,Musil Jiří
398,3,99,Árnason Johann Pál,Nehněvajsa Jiří
399,3,100,Árnason Johann Pál,Nejedlý Zdeněk
400,3,102,Árnason Johann Pál,Nový Lubomír
401,3,103,Árnason Johann Pál,Obrdlík Antonín
402,3,104,Árnason Johann Pál,Obrdlíková Juliana
403,3,105,Árnason Johann Pál,Ovesný Miroslav
404,3,106,Árnason Johann Pál,Pavlík Zdeněk
405,3,107,Árnason Johann Pál,Peroutka Ferdinand
406,3,108,Árnason Johann Pál,Petrusek Miloslav
407,3,109,Árnason Johann Pál,Pistorius Theodor
408,3,110,Árnason Johann Pál,Porket Josef Ludvík
409,3,111,Árnason Johann Pál,Potůček Martin
410,3,112,Árnason Johann Pál,Potužil František
411,3,114,Árnason Johann Pál,Rabušic Ladislav
412,3,115,Árnason Johann Pál,Rádl Emanuel
413,3,116,Árnason Johann Pál,Reif Gustav
414,3,117,Árnason Johann Pál,Reich Edvard
415,3,119,Árnason Johann Pál,Richta Radovan
416,3,120,Árnason Johann Pál,Rouček Joseph Slabey
417,3,121,Árnason Johann Pál,Rychtaříková Jitka
418,3,122,Árnason Johann Pál,Rýznar Václav
419,3,123,Árnason Johann Pál,Řehák Jan
420,3,124,Árnason Johann Pál,Sedláček Jan
421,3,125,Árnason Johann Pál,Sedláček Oto
422,3,126,Árnason Johann Pál,Sekot Aleš
423,3,127,Árnason Johann Pál,Schoenbaum Emil
424,3,128,Árnason Johann Pál,Sirovátka Tomáš
425,3,130,Árnason Johann Pál,Slejška Dragoslav
426,3,132,Árnason Johann Pál,Solař Josef
427,3,133,Árnason Johann Pál,Soldát Alois
428,3,134,Árnason Johann Pál,Sorokin Pitirim Alexandrovič
429,3,135,Árnason Johann Pál,Srb Vladimír
430,3,136,Árnason Johann Pál,Stark Werner
431,3,137,Árnason Johann Pál,Strmiska Zdeněk
432,3,138,Árnason Johann Pál,Střítecký Jaroslav
433,3,139,Árnason Johann Pál,Suda Zdeněk
434,3,140,Árnason Johann Pál,Sviták Ivan
435,3,141,Árnason Johann Pál,Svoboda Ludvík
436,3,143,Árnason Johann Pál,Šiklová Jiřina
437,3,144,Árnason Johann Pál,Šíma Jaroslav
438,3,145,Árnason Johann Pál,Škrach Vasil Kaprálek
439,3,147,Árnason Johann Pál,Šnobl Jaroslav
440,3,148,Árnason Johann Pál,Šrámek Jan
441,3,149,Árnason Johann Pál,Šrubař Ilja
442,3,150,Árnason Johann Pál,Štefánek Anton
443,3,151,Árnason Johann Pál,Štern Evžen
444,3,152,Árnason Johann Pál,Tauber Jan Bohumil
445,3,153,Árnason Johann Pál,Teige Karel
446,3,154,Árnason Johann Pál,Teltšík Rudolf
447,3,155,Árnason Johann Pál,Tlustý Vojtěch
448,3,156,Árnason Johann Pál,Tomeš Igor
449,3,157,Árnason Johann Pál,Trapl Miloslav
450,3,159,Árnason Johann Pál,Uhlíř Antonín
451,3,160,Árnason Johann Pál,Ullrich Zdeněk
452,3,161,Árnason Johann Pál,Urbánek Eduard
453,3,162,Árnason Johann Pál,Vacek Lubomír
454,3,163,Árnason Johann Pál,Václavek Bedřich
455,3,164,Árnason Johann Pál,Vaněk Antonín
456,3,165,Árnason Johann Pál,Vašek Bedřich
457,3,166,Árnason Johann Pál,Večerník Jiří
458,3,167,Árnason Johann Pál,Verunáč Václav
459,3,168,Árnason Johann Pál,Voráček Josef
460,3,169,Árnason Johann Pál,Vybral Vladimír
461,3,170,Árnason Johann Pál,Weber Alfred
462,3,171,Árnason Johann Pál,Weyr František
463,3,174,Árnason Johann Pál,Ziegler Heinz Otto
464,3,175,Árnason Johann Pál,Zich František
465,3,176,Árnason Johann Pál,Zwicker Bruno
466,3,178,Árnason Johann Pál,Žmavc Ivan
467,4,5,Auerhan Jan,Beneš Edvard
468,4,6,Auerhan Jan,Bláha Inocenc Arnošt
469,4,7,Auerhan Jan,Blažek Bohuslav
470,4,8,Auerhan Jan,Boháč Antonín
471,4,10,Auerhan Jan,Brokl Lubomír
472,4,11,Auerhan Jan,Butter Oskar
473,4,12,Auerhan Jan,Čapek Emil
474,4,13,Auerhan Jan,Čapek Karel
475,4,14,Auerhan Jan,Čecháček Jaroslav
476,4,15,Auerhan Jan,Čep Tomáš
477,4,17,Auerhan Jan,Disman Miroslav
478,4,18,Auerhan Jan,Dubská Irena
479,4,19,Auerhan Jan,Durdík Josef
480,4,20,Auerhan Jan,Dušek Jan
481,4,21,Auerhan Jan,Fajfr František
482,4,22,Auerhan Jan,Filipcová Blanka
483,4,23,Auerhan Jan,Filipec Jindřich
484,4,24,Auerhan Jan,Fischer Josef Ludvík
485,4,26,Auerhan Jan,Fořt Josef
486,4,27,Auerhan Jan,Foustka Břetislav
487,4,29,Auerhan Jan,Fuchs Alfred
488,4,31,Auerhan Jan,Gaďourek Ivan
489,4,33,Auerhan Jan,Galla Karel
490,4,34,Auerhan Jan,Geist Bohumil
491,4,35,Auerhan Jan,Gellner Ernest (Arnošt)
492,4,36,Auerhan Jan,Hájek František
493,4,37,Auerhan Jan,Hájek Mojmír
494,4,38,Auerhan Jan,Hampl Martin
495,4,39,Auerhan Jan,Hanáček Jaroslav
496,4,41,Auerhan Jan,Hirner Alexander
497,4,42,Auerhan Jan,Hník František Maria
498,4,43,Auerhan Jan,Hrdina Josef
499,4,44,Auerhan Jan,Hudec Josef
500,4,45,Auerhan Jan,Huláková Marie
501,4,46,Auerhan Jan,Chalupný Emanuel
502,4,47,Auerhan Jan,Charvát František
503,4,48,Auerhan Jan,Illner Michal
504,4,50,Auerhan Jan,Jodl Miroslav
505,4,51,Auerhan Jan,Jochmann Vladimír
506,4,52,Auerhan Jan,Jungmann Bohumil
507,4,54,Auerhan Jan,Kadlec Vladimír
508,4,55,Auerhan Jan,Kadlecová Erika
509,4,56,Auerhan Jan,Kaizl Josef
510,4,57,Auerhan Jan,Kaláb Miloš
511,4,58,Auerhan Jan,Kalandra Záviš
512,4,59,Auerhan Jan,Kalinová Lenka
513,4,60,Auerhan Jan,Kapr Jaroslav
514,4,61,Auerhan Jan,Kárníková Ludmila
515,4,63,Auerhan Jan,Kettner Josef
516,4,64,Auerhan Jan,Klácel František Matouš
517,4,65,Auerhan Jan,Klofáč Jaroslav
518,4,66,Auerhan Jan,Kohn Jindřich
519,4,67,Auerhan Jan,Kohout Jaroslav
520,4,68,Auerhan Jan,Kolaja Jiří Tomáš
521,4,69,Auerhan Jan,Korčák Jaromír
522,4,70,Auerhan Jan,Kozák Jan Blahoslav
523,4,71,Auerhan Jan,Köttner Mojmír
524,4,72,Auerhan Jan,Král Josef
525,4,73,Auerhan Jan,Krejčí František
526,4,74,Auerhan Jan,Krejčí Jaroslav
527,4,75,Auerhan Jan,Krejčí Karel
528,4,76,Auerhan Jan,Kučera Milan
529,4,77,Auerhan Jan,Kunte Ladislav
530,4,78,Auerhan Jan,Lamser Václav
531,4,80,Auerhan Jan,Lindner Gustav Adolf
532,4,81,Auerhan Jan,Linhart Jiří
533,4,82,Auerhan Jan,Macek Josef
534,4,83,Auerhan Jan,Macků Jan
535,4,84,Auerhan Jan,Machonin Pavel
536,4,85,Auerhan Jan,Machotka Otakar
537,4,86,Auerhan Jan,Maiwald Karel
538,4,87,Auerhan Jan,Makovička Emanuel
539,4,88,Auerhan Jan,Malý Rudolf Ina
540,4,91,Auerhan Jan,Masaryk Tomáš Garrigue
541,4,92,Auerhan Jan,Masaryková Alice
542,4,94,Auerhan Jan,Mertl Jan
543,4,96,Auerhan Jan,Modráček František
544,4,97,Auerhan Jan,Možný Ivo
545,4,98,Auerhan Jan,Musil Jiří
546,4,99,Auerhan Jan,Nehněvajsa Jiří
547,4,100,Auerhan Jan,Nejedlý Zdeněk
548,4,101,Auerhan Jan,Neuschl Robert
549,4,102,Auerhan Jan,Nový Lubomír
550,4,103,Auerhan Jan,Obrdlík Antonín
551,4,104,Auerhan Jan,Obrdlíková Juliana
552,4,105,Auerhan Jan,Ovesný Miroslav
553,4,106,Auerhan Jan,Pavlík Zdeněk
554,4,107,Auerhan Jan,Peroutka Ferdinand
555,4,108,Auerhan Jan,Petrusek Miloslav
